uid,day,f1_time_spent,f2_distraction,f3_restlessness,f4_anxiety,f5_sleep_irregularity
U0000,1,0.5666435964585924,0.5095670655406815,0.25837123876600415,0.2803154585441958,0.9825736559792946
U0000,2,0.5842449057846555,0.48285859502737577,0.22227751486758685,0.17162352961919197,1.0
U0000,3,0.6244933524285398,0.4542837200715242,0.23715861807471297,0.22772779488642483,0.9788996859487777
U0000,4,0.5358113803177128,0.48111575117227245,0.26793161400737825,0.3267846409311338,1.0
U0000,5,0.6036665749566804,0.48453693013722643,0.23199238449682263,0.27842319463139914,1.0
U0001,1,0.8109332077917609,0.27959508325786203,0.0,1.0,0.9933746905008694
U0001,2,0.8662659078501428,0.25120989628360674,0.020154418533047086,1.0,1.0
U0001,3,0.8951410484356991,0.33653055152835276,0.08096688913232133,1.0,1.0
U0001,4,0.9061808368712064,0.40171366678656745,0.13030854868705383,1.0,1.0
U0001,5,0.9384475315875106,0.37969233999082125,0.16835028866522603,1.0,1.0
U0002,1,0.5687850232968628,0.9562956781504511,0.6797554013135755,1.0,0.0
U0002,2,0.5376885007394109,0.985391490341021,0.6730537618163296,0.9750438625769128,0.0
U0002,3,0.49386510370453546,0.9227258876491545,0.7041889060126737,0.9488678639168783,0.0
U0002,4,0.5101454375597996,1.0,0.6223882758479787,0.888040848299544,0.0
U0002,5,0.4324374862422579,0.9062747485201826,0.6521059747187753,0.8755700099318645,0.0
U0003,1,0.5301483838755698,0.7007451919132044,0.2099472886924639,0.7524620635310622,0.7348625332897906
U0003,2,0.5341071938869888,0.7153980229934006,0.20291232648044122,0.7290593497159866,0.6789384071836794
U0003,3,0.5151701356020668,0.6632367554060353,0.13109455155603644,0.6838836083119373,0.6828316581653967
U0003,4,0.5001534036992739,0.6429623859987457,0.10753887773848757,0.6373806403170392,0.639718564504197
U0003,5,0.4509316819233514,0.6201614286500198,0.13712152570443614,0.681585577036316,0.6302373343849552
U0004,1,0.7994434758646508,0.4497948613402933,0.21782404496693028,0.7202224146179043,0.50307043047649
U0004,2,0.7870217215835597,0.48022453092690565,0.2501181191329421,0.7643326229830059,0.4922291406578333
U0004,3,0.782758723771598,0.4873550533898035,0.2601946289255993,0.7497785955016628,0.5230189051611921
U0004,4,0.7655062226751693,0.4767399168212917,0.27319422567667745,0.7259451646995092,0.5415204715679803
U0004,5,0.8421561591763457,0.5417697726047571,0.22358077544410693,0.7523068484575371,0.4851970255339002
U0005,1,0.22769487825025858,0.0029895409526292365,0.0,0.0,0.0020568892441808198
U0005,2,0.16813088858821687,0.014207772919055447,0.0,0.04649803215052618,0.0
U0005,3,0.19033815451382974,0.024405516521090093,0.0,0.006823798038123882,0.03921428262847284
U0005,4,0.1517755029631632,0.005539015755969126,0.007796483827452706,0.02345468615331931,0.0
U0005,5,0.16038630160747172,0.015658246968506928,0.008909540196995582,0.007514785510376296,0.01039344628490927
U0006,1,0.6367886480849663,1.0,0.28524499035974415,0.49349435322922286,1.0
U0006,2,0.6997531698454259,1.0,0.2813650821411574,0.5374646172600822,1.0
U0006,3,0.7130993207979237,1.0,0.3527345873216935,0.6182160675488603,1.0
U0006,4,0.7243758555728492,1.0,0.34684657751520226,0.6463602064457269,1.0
U0006,5,0.786281459120599,1.0,0.48203266477185225,0.6528129629045585,1.0
U0007,1,0.7739641103171557,0.6928732250581666,0.23947417245729558,0.46829611644022445,0.24642001482276277
U0007,2,0.7641971287372064,0.6978151326202938,0.17459618845794786,0.40455458325942406,0.18660455143798937
U0007,3,0.7506919638297043,0.6814228123239061,0.13762783663864037,0.43019542777553543,0.1865595213918651
U0007,4,0.6734842769139661,0.6546117531783658,0.15174626155338,0.3657108910650813,0.16073362081044848
U0007,5,0.691823535791047,0.6574915372952583,0.1566140615610471,0.3336699189612873,0.09686524880254632
U0008,1,0.7841334735961256,0.7327162247294032,0.2257179544339751,0.7511574196643718,1.0
U0008,2,0.7502191911822189,0.7399264398391625,0.22964607831512335,0.7069688847452921,0.9552854276615695
U0008,3,0.6904230388501996,0.6299769482037848,0.17995068394328015,0.649322132465119,0.9238109157388115
U0008,4,0.6839601177444982,0.5963451048505851,0.160719136258099,0.6375640458383033,0.9024059613762244
U0008,5,0.6482063917911234,0.614955482578158,0.1718114042339864,0.6288565300021325,0.89148729035188
U0009,1,0.7618738457937189,0.5013671551971144,0.2304519895718255,0.8143183226797598,0.5190175706695404
U0009,2,0.7392457224002719,0.5055936294430828,0.23014640605694836,0.7755730000438867,0.476224377847019
U0009,3,0.796557906755993,0.5151496183694138,0.27597265582510366,0.7139911077883268,0.48996496292477154
U0009,4,0.7857516406651713,0.48040012302278867,0.3029636272084329,0.7621494513288287,0.4621734813699486
U0009,5,0.8275358584116433,0.563664685910379,0.2809739578165344,0.7044189010213796,0.48547297781401244
U0010,1,0.39287824116379993,0.8061601704141691,0.24941673577301354,0.7220222503031676,0.2111517257656042
U0010,2,0.3968464448576076,0.6901511528532706,0.21099421475219682,0.7962920295557725,0.2896979142145371
U0010,3,0.3961476356038088,0.7360300568623636,0.2517552670692053,0.8204399078535096,0.26214926526311577
U0010,4,0.42729214524879455,0.7439262742250534,0.25182689821351484,0.7694148809036113,0.25378284483472086
U0010,5,0.3430786905253403,0.7884162228503239,0.23154598966686007,0.8133395292484875,0.27060545538297914
U0011,1,0.2021291724691924,0.258429756032051,0.0,0.7437563324892817,0.485209971960235
U0011,2,0.18231905729167366,0.2754880629106307,0.01071046457895142,0.7292127121421804,0.5269879962629975
U0011,3,0.2092189856262983,0.2743858635651688,0.018888865257708366,0.7251301496723378,0.4831945687940909
U0011,4,0.22241880815369786,0.26831110796300395,0.0,0.7535198214992634,0.5383299468736528
U0011,5,0.1822528583349251,0.26641292143510115,0.0,0.7434695639031834,0.5329633055596157
U0012,1,0.36276253941686115,0.732848691679174,0.22536439527219676,1.0,0.0
U0012,2,0.37847428963343,0.6928232560639073,0.2256192413320357,0.9418687861313437,0.0
U0012,3,0.3823695291951991,0.7069568124764076,0.12123864699594354,0.9115967946463028,0.0
U0012,4,0.2641001859235944,0.6731203498856934,0.17001168310409373,0.8790256026572425,0.0
U0012,5,0.21229946754109164,0.6781129454970015,0.11572722472409235,0.8991143915412878,0.0
U0013,1,0.44073642364299964,0.7573489971332616,0.4847917047388661,0.7358688508314504,0.2569614981207291
U0013,2,0.3565574697550803,0.7077760867687033,0.4784466733624269,0.7435965854486446,0.25932722696794014
U0013,3,0.4442606865084866,0.7757297886960606,0.4952018441010972,0.7494295137629193,0.21992411906086573
U0013,4,0.39944460592022835,0.7413402408323958,0.5096815568101427,0.7251830716934303,0.26558039542723516
U0013,5,0.44598216739007734,0.7467371955462943,0.5120513516629682,0.7707043197513334,0.2379633858434249
U0014,1,0.6020895799355663,0.27950512919075393,0.26420882163182696,0.5016305173381571,0.3182728389270161
U0014,2,0.6121868005514979,0.23704173395174882,0.3057990101946079,0.5360123464524019,0.30448263370731443
U0014,3,0.5966720419311147,0.2792892737944331,0.2064145162278292,0.5235201923274251,0.2452682812523769
U0014,4,0.559348261334462,0.2809780121205393,0.1956960602501195,0.44261880448807345,0.26087429376415905
U0014,5,0.6171404253098036,0.2791157146003963,0.272258890495884,0.5442997587628888,0.2710072886008726
U0015,1,0.7710310166817261,0.7603832036216386,0.46092473043685883,0.6736059641272737,0.7656161712249624
U0015,2,0.7465638046424214,0.7371344893592038,0.402167170236169,0.6820187493113867,0.7001573109915454
U0015,3,0.7264094178129423,0.6614980358556227,0.44368549797042495,0.6429713871185222,0.6707286154493612
U0015,4,0.703608868951357,0.6654331650217625,0.4213484463426667,0.616260737244864,0.6039765748779313
U0015,5,0.7133303046569553,0.6349694203593877,0.3525454039033034,0.6715345592656757,0.6284702390287857
U0016,1,0.4350991870872193,0.3145973555928537,0.31079739539656237,0.7849826439752445,0.0
U0016,2,0.4519271668621315,0.35467135521653437,0.3363347550544034,0.7969904901968446,0.049730740841268016
U0016,3,0.43807380688703296,0.3833301637594543,0.36658190680738456,0.8358876653687444,0.09600403257520268
U0016,4,0.4548740251560877,0.35539856511871754,0.41003336922592404,0.8994464213019024,0.12992101671191794
U0016,5,0.5495584522409519,0.4238921628908898,0.3915584468034674,0.8500592041141498,0.1498140258097838
U0017,1,0.8120935798125674,0.4608659149848544,1.0,1.0,0.9718036064101794
U0017,2,0.7845839924798992,0.46822359434333144,0.9981196270818048,1.0,0.9704282186099337
U0017,3,0.8151213954655354,0.48409227144882677,0.9762138150321297,0.9967890892013632,0.9689427303274187
U0017,4,0.7833905208395846,0.46406366322233455,1.0,1.0,0.9790082347602225
U0017,5,0.8064193973220267,0.4966301585092751,0.9933709120140033,1.0,1.0
U0018,1,0.7835816049098744,0.7131583794262912,0.5712242523020179,0.4906782720614842,0.2312042745193437
U0018,2,0.7342360983127407,0.7755420627713648,0.47036192462610377,0.5008586167870348,0.27905869468913264
U0018,3,0.7708319435682779,0.7523844735545262,0.5457136223058142,0.42629758829409564,0.22568482459062345
U0018,4,0.7728637434863879,0.7443928463231877,0.49856627367879386,0.46816212101160226,0.23036879961660953
U0018,5,0.7768032508864153,0.7394763226448139,0.5065466819759329,0.5273169236711324,0.28165992989639244
U0019,1,0.8496090278400598,0.7823210492294286,0.5041614739601521,0.5756937223180898,0.7961673013105398
U0019,2,0.8288826153702064,0.8042898396574918,0.5337314523984573,0.51851600807107,0.8377853264259493
U0019,3,0.9472824992141039,0.7980429727854257,0.606889077100717,0.5704807229263451,0.825386238487059
U0019,4,0.902228182272834,0.8440802769096055,0.6214556488383448,0.5950714965076689,0.8781137047733951
U0019,5,0.948492856716526,0.8928315585940078,0.622773090138752,0.63269686008295,0.9226617367747727
U0020,1,0.6158494982889112,0.7562251045547741,0.8112996146904692,0.7985883646631193,1.0
U0020,2,0.5771479525281654,0.7330632899019127,0.7199385982911379,0.7583927204936013,0.917771354666209
U0020,3,0.58624142169171,0.7407985080203455,0.7042712840049002,0.773932089437359,0.9658257481423035
U0020,4,0.6080322799710978,0.8335133227046715,0.7016698317013433,0.7455434578497885,0.987776195870942
U0020,5,0.5819409396331084,0.7728075328390608,0.7831898731448532,0.77314914447904,0.9782998275264629
U0021,1,0.9030154423520725,0.7973121638154163,1.0,1.0,0.011880444398525383
U0021,2,0.8625976936241871,0.8053296829382377,1.0,1.0,0.07012807986225607
U0021,3,0.877643691016326,0.8253718132778252,1.0,1.0,0.07737046557539211
U0021,4,0.9286932457068924,0.9322620239593632,1.0,1.0,0.15603641766491833
U0021,5,0.9377577388093535,0.8388562639446644,1.0,1.0,0.13945459547876074
U0022,1,0.7275924418976942,0.7254816025593179,0.4678246400190949,0.9996931492723502,0.5017723245944563
U0022,2,0.7528686133766818,0.6734555217424604,0.45860823783672894,0.9549558314036173,0.46706810023408923
U0022,3,0.698755798587659,0.6629888138049734,0.4402813434900832,0.9624198116569518,0.4539776602387877
U0022,4,0.702461646134584,0.6353781492823656,0.4121146167603792,0.8672582868811959,0.3754899568221732
U0022,5,0.7202931393737888,0.6370610344014077,0.36457419798681134,0.8998741605375581,0.41360924891548784
U0023,1,0.5866608732526307,0.7727096584993606,0.4723350402746712,0.5260881776031698,0.29066913576414855
U0023,2,0.612403047096711,0.806303874376742,0.4767863240268928,0.4626603589006575,0.19663839253287163
U0023,3,0.6448813293446755,0.7696309696906217,0.4983324598726864,0.5083990587895946,0.2162353285810487
U0023,4,0.6733725593885047,0.7538766354592569,0.5032818438381468,0.5217729987169608,0.2644302769521014
U0023,5,0.6067165207283739,0.7262857663366407,0.5141440507140799,0.556460734894251,0.2903626013846493
U0024,1,0.6355165005571547,0.533002863277391,0.5272931700783138,0.5534321980284936,0.6061607330521246
U0024,2,0.6757185800132337,0.5423573952105635,0.5559979742632537,0.5921298940161577,0.5425159819576101
U0024,3,0.715567394670908,0.5203778787806561,0.5831036128566084,0.60884420040442,0.6281037663972714
U0024,4,0.6954457734887283,0.5749170494710819,0.6121779450532454,0.5862374297675933,0.6155288999981141
U0024,5,0.7498003963610629,0.6104256486439417,0.674133173303326,0.6452835831990665,0.6824137960701605
U0025,1,0.5746528427911172,0.5219333392833551,0.49680422273774993,0.8572007940974958,0.2817765530204347
U0025,2,0.6604178787573883,0.5592762473867,0.5659425428230357,0.8056691876422818,0.2927901397935929
U0025,3,0.6735942317627882,0.58901740189352,0.573697256865987,0.8186146265196851,0.34319290683075687
U0025,4,0.7123506834773743,0.6651197896574806,0.5404709057482097,0.9027452055576739,0.4073825557749289
U0025,5,0.6877982930277555,0.6397193721775896,0.6388567740201263,0.8577746491584654,0.3766654993722738
U0026,1,0.81914327086301,1.0,1.0,1.0,0.7773233647321899
U0026,2,0.8608995090358148,1.0,1.0,1.0,0.8060896456203838
U0026,3,0.905014325582619,1.0,1.0,1.0,0.8644159172437081
U0026,4,0.891787586762963,1.0,1.0,1.0,0.8397873190708122
U0026,5,0.9302830004564753,1.0,1.0,1.0,0.8627549630715263
U0027,1,0.7755108377283547,0.45330112479428286,0.7681802985403692,0.2115871194251115,0.05264382545953094
U0027,2,0.7375421177634884,0.5508936910487011,0.7563305240160786,0.24709860664388822,0.0
U0027,3,0.8119740834305622,0.4988709589272545,0.7830990564604956,0.25342682945986117,0.004509052843856328
U0027,4,0.7890916336335844,0.49829163128836795,0.7592340530667617,0.19869494822030123,0.0
U0027,5,0.8222979228206815,0.5051259631438383,0.7444804999094197,0.2505530179919618,0.01042745116085013
U0028,1,0.1511122104207102,0.516555909659285,0.060167221369198595,0.021527747393791496,0.9859255683941519
U0028,2,0.21580812237895372,0.5486160033549763,0.04711483905783417,0.0,1.0
U0028,3,0.19525695529789405,0.5241977974374106,0.011508418614503123,0.0,0.9895596074110948
U0028,4,0.20595675088688875,0.45696905098523466,0.017430660295979568,0.0,0.9760468285774884
U0028,5,0.24023935759100407,0.47348666633407194,0.017219008776050263,0.0,1.0
U0029,1,0.7954636780375184,0.9788495537866996,1.0,0.7373311524050028,1.0
U0029,2,0.7538173280003337,1.0,0.9939388552746942,0.7617796575510575,1.0
U0029,3,0.8278901785153043,1.0,1.0,0.809168304750252,1.0
U0029,4,0.7769756761537666,1.0,0.9567230963454881,0.793933160290112,0.9700286675374972
U0029,5,0.8193630655267035,1.0,1.0,0.792944135534895,1.0
U0030,1,0.5728950286562405,0.6751711719945203,0.23788854657397757,0.4812306306148933,0.7331473651158612
U0030,2,0.5116975427253907,0.6675683037877521,0.2315945855999871,0.44881334538430034,0.7204450209211787
U0030,3,0.5258495512839138,0.6758926841848724,0.20314851417927993,0.40951865815347877,0.6778836233082296
U0030,4,0.48613174133884873,0.6369651131770305,0.14072483629594082,0.4066640131490114,0.6356375413500956
U0030,5,0.5126726837672057,0.5981617809334149,0.11939385067515923,0.36180806825177475,0.668409336530612
U0031,1,0.40589664329534725,0.026032950725126652,0.008490966161856489,0.0,0.017565103825757374
U0031,2,0.4214019877061634,0.0014105163937123523,0.036695128517743716,0.0,0.0
U0031,3,0.3254616526274256,0.027594825304429905,0.009415858904104027,0.0,0.0
U0031,4,0.3738210811788697,0.023809738259410605,0.0,0.0,0.0
U0031,5,0.36847264126515444,0.0,0.0,0.0,0.020478697093714384
U0032,1,0.8885582208293651,1.0,0.30754463758549444,0.5792731336400656,0.27534688822819847
U0032,2,0.7808903759061274,1.0,0.2680513402542374,0.4223192733908856,0.22163697244281294
U0032,3,0.8078680521931743,1.0,0.2574406541667216,0.5622327639191437,0.3191773954256128
U0032,4,0.7919447977057913,1.0,0.2477706069876075,0.4879108644283821,0.23795858463048208
U0032,5,0.8685017739101942,1.0,0.2536929571557608,0.5104455710722129,0.2806525795920395
U0033,1,0.4400337036996108,0.024691583175178517,0.006051082663846387,0.4886204231595642,0.00807209880174243
U0033,2,0.45900619081378613,0.11383673590553363,0.04447166102891485,0.566713638549167,0.059507313117817436
U0033,3,0.5256517982034425,0.16580797277620862,0.07407393681239038,0.5753168167244533,0.12132482631207216
U0033,4,0.5404567446887893,0.175401219772081,0.13751784555977892,0.6092212372763882,0.13771964492076927
U0033,5,0.5832611074174873,0.1746144654359209,0.16521822093321892,0.6820002406876746,0.18507886771337018
U0034,1,0.8105242602528897,0.5444168632223224,0.2688902989420811,0.254993230381622,0.25931379036758906
U0034,2,0.8748486655268458,0.57254757664358,0.3220123608771531,0.30322859057292,0.3101024425353523
U0034,3,0.9145325808762815,0.5453182082105208,0.3407392629528575,0.34269868444380364,0.36259912807232947
U0034,4,0.8794925476417152,0.6648540123655223,0.3764089127328553,0.3779974164008481,0.3579586072800332
U0034,5,0.9661406706439054,0.6514386215084932,0.43626945832319397,0.3567551725580916,0.40526637489671524
U0035,1,0.8122553704513228,0.5322089524957931,0.0,1.0,0.0
U0035,2,0.8358513988677453,0.45430439285648677,0.0,1.0,0.04696572087703021
U0035,3,0.7980274921678104,0.48334401419920403,0.0564347120832177,0.9565595829875126,0.0
U0035,4,0.8132004335016,0.4849383732694217,0.0,1.0,0.007314021413135964
U0035,5,0.7830776410778982,0.46159086803987315,0.026173719848404338,1.0,0.0
U0036,1,0.5931822065723743,0.5798041086034473,0.5569366561628103,0.2738029849470602,0.008673842087662767
U0036,2,0.6399263675666206,0.5622261864140047,0.5531179219180895,0.33851508265847874,0.04971072515092113
U0036,3,0.7051650543183446,0.5891322534747538,0.598090080721912,0.3330983069321085,0.11123146623748861
U0036,4,0.7416762024087022,0.6337978707746643,0.6382254298144852,0.3416689366737084,0.12969737288726937
U0036,5,0.787476053024626,0.6647421370105849,0.6190784749159544,0.39850700471052747,0.16124933815019127
U0037,1,0.8072780144930508,0.5287952614806697,0.0,0.28384313244732373,0.009568450275753575
U0037,2,0.8852193064696618,0.5404212806209283,0.046614497003556604,0.2533137780716341,0.046430810422527696
U0037,3,0.8172836202011313,0.5424829152954282,0.11281243968432891,0.36357400475952495,0.10276372685354894
U0037,4,0.8909907157061236,0.6185686593157406,0.11989192382728295,0.3352490593242237,0.1651019490530145
U0037,5,0.9763208687172702,0.6433710747851101,0.15080657516983592,0.4062514842384266,0.08874795394727128
U0038,1,0.7919244160495584,0.7474158466354991,0.49462964098647544,0.4780436874310935,0.755862308549899
U0038,2,0.768121016677517,0.7796664821192706,0.5186992941996381,0.48519611550907954,0.7366505003587842
U0038,3,0.8082653168704477,0.7260436405318145,0.5543594037240461,0.5107377718607531,0.7617978945415104
U0038,4,0.8204433524107186,0.7326161017778979,0.5326702994535433,0.5034360009864639,0.7785043641299649
U0038,5,0.7940614062029502,0.7895183468019356,0.5120403088107437,0.5654752107253126,0.7389143514953331
U0039,1,0.20613648188272238,0.9804574598915665,0.4854834249783704,0.9903895807541704,1.0
U0039,2,0.215685064641065,0.9827889998818427,0.4992693622321705,1.0,1.0
U0039,3,0.21308971009022099,1.0,0.5036009398015479,1.0,0.9693162230440479
U0039,4,0.19227870387729967,0.9499424777836724,0.5119766936781583,1.0,0.9855044061310188
U0039,5,0.24721960289870099,0.9632270301099297,0.4560687535937054,1.0,1.0
U0040,1,0.42683824223688027,0.3334248763889993,0.0,0.26281694726354426,0.05401494725297917
U0040,2,0.46537823813280055,0.32598579678440376,0.02238575298620229,0.35130410478636787,0.08331048287271867
U0040,3,0.5020487651647442,0.31943169156754575,0.09971400382817835,0.33125530063019526,0.040485263698867145
U0040,4,0.5184873144483554,0.3652980880533242,0.1518720452962536,0.3029672067305739,0.12705599486564104
U0040,5,0.5153329585568285,0.4095767002658664,0.16122840166731917,0.39739465668609425,0.17421879374433252
U0041,1,0.36262701822700905,0.0,0.010395116451921474,0.2485923826336245,0.26431122481669367
U0041,2,0.4023046567318077,0.0,0.029888004583414198,0.23518730250516062,0.20330254304020748
U0041,3,0.38715654517102266,0.04502279371902933,0.025506652263404785,0.23954043596776423,0.23952226887044714
U0041,4,0.39035094846347856,0.06230243950682522,0.0114580635669466,0.26290124941573206,0.28090850362095526
U0041,5,0.4071636747707954,0.0,0.0,0.24785196221757808,0.24888333290470474
U0042,1,0.6260725208169076,0.24895135406403604,0.27430016838452864,0.7934517088084758,1.0
U0042,2,0.6602787525759273,0.31418027780863794,0.32357604675464,0.8059926047608436,1.0
U0042,3,0.6269724341564424,0.4281325854150332,0.3138659870788745,0.8521017007006223,1.0
U0042,4,0.739328044785279,0.37829707457784784,0.3504785938796473,0.9021926203623094,1.0
U0042,5,0.7664164781417101,0.3724852058441189,0.3990733709328526,0.9601022180154631,1.0
U0043,1,0.6392286226635315,1.0,0.31561090916681145,0.7991619066608756,0.24570985261808553
U0043,2,0.7090029459690328,1.0,0.319079063957171,0.7873717244994193,0.30807584960221024
U0043,3,0.6998628723091044,1.0,0.3526576226270585,0.8884113380717594,0.3536060290454194
U0043,4,0.7126753009412805,1.0,0.40568411466773924,0.8331717655458902,0.3879220020954957
U0043,5,0.771035182269327,1.0,0.4412712043993486,0.8954983323890242,0.4037672936041463
U0044,1,0.39165932249690877,0.0,0.0034450950300045705,0.32657685446468926,0.9834181879655189
U0044,2,0.45089392043268406,0.021205640290615266,0.04197078110989917,0.3150908137705606,1.0
U0044,3,0.5226899459504938,0.136019343625487,0.02252712815832182,0.3195102300894663,1.0
U0044,4,0.5537835107804614,0.10637267174540213,0.11940193814262569,0.3352976732484415,1.0
U0044,5,0.593361540687488,0.09527790378321188,0.21985857025264696,0.4217545419814523,1.0
U0045,1,0.3922640600248329,0.24776785769360296,0.0,0.9781260331185563,0.7231222061630143
U0045,2,0.3273810623339998,0.1915797476939968,0.0,0.9470498111961575,0.6703422667854725
U0045,3,0.29189232048352687,0.18039682453460434,0.0,0.9525494981800694,0.6278849818913047
U0045,4,0.2703111559028899,0.17822313563964648,0.0,0.8932610055000892,0.6665015629707366
U0045,5,0.24594966635409096,0.1281612651843788,0.0,0.8569589706814635,0.6345934580242761
U0046,1,0.4719224410918112,0.027745674995699496,0.012631102344174874,0.2819106518095485,1.0
U0046,2,0.4641764622593471,0.09618460187011774,0.07151914657640587,0.3014817456735239,1.0
U0046,3,0.5049891130337787,0.05110872242208474,0.12448259184791144,0.3309728794191592,1.0
U0046,4,0.5425412796122784,0.14241495672778742,0.09897504963401743,0.3940870485443706,1.0
U0046,5,0.6045871914009597,0.1251541805620271,0.1571843238511769,0.3765394708927718,1.0
U0047,1,0.5628653716773865,0.519013306427963,0.012413972923544946,0.49444137023366874,0.7461053790079972
U0047,2,0.6013143441593732,0.49558993995114536,0.02891637350384729,0.5663156900477405,0.7332752464497649
U0047,3,0.5589059106126276,0.49735153854946235,0.07739128012962955,0.47588976296090807,0.799173504163322
U0047,4,0.6503310244222932,0.48339235274876013,0.01706949237555826,0.5488518986938561,0.7386261677703754
U0047,5,0.5938925891969291,0.4825495725815407,0.0,0.4805216736480198,0.7132817919971323
